"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3407","TC-001 - Vérifier que la section Sign In est accessible depuis le checkout","chromium","2026-08-18","passed","2026-08-18","Sign In dans le checkout","Sprint_4___Checkout/automatisation/tests/signin.spec.ts","",""
"","3431","TC-027 - Modifier valeur max - produits filtrés correctement","chromium","2026-08-18","failed","2026-08-18","Filtre par fourchette de prix","Sprint_2___Catalogue/automatisation/tests/price.spec.ts","",""
"","1649","TC-013 - Vérifier la présence des checkboxes de catégories","chromium","2026-08-18","passed","2026-08-18","Filtre par catégorie","Sprint_2___Catalogue/automatisation/tests/category.spec.ts","",""
"","1375","TC-023 - Vérifier présence checkbox Sustainability","chromium","2026-08-18","passed","2026-08-18","Filtre par marque et Sustainability","Sprint_2___Catalogue/automatisation/tests/brand.spec.ts","",""
"","948","TC-025 - Vérifier présence du slider de prix","chromium","2026-08-18","passed","2026-08-18","Filtre par fourchette de prix","Sprint_2___Catalogue/automatisation/tests/price.spec.ts","",""
"","2436","TC-022 - Champ email vide","chromium","2026-08-18","passed","2026-08-18","Forgot your password","Sprint_1___Access-management/automatisation/tests/forgot-password.spec.ts","",""
"","4562","TC-007 - Modifier la quantité (mise à jour correcte)","firefox","2026-08-18","passed","2026-08-18","Quantité panier","Sprint_3___Panier/automatisation/tests/quantity-cart.spec.ts","",""
"","7458","TC-010 - Vérifier que toutes les options du select sont valides","firefox","2026-08-18","failed","2026-08-18","Méthode de paiement","Sprint_4___Checkout/automatisation/tests/payment-method.spec.ts","",""
"","1813","TC-015 - Login avec mot de passe vide","chromium","2026-08-18","passed","2026-08-18","Login","Sprint_1___Access-management/automatisation/tests/login.spec.ts","",""
"","2063","TC-011 - Tri CO₂ Rating (Best First)","chromium","2026-08-18","passed","2026-08-18","Tri des produits","Sprint_2___Catalogue/automatisation/tests/sort.spec.ts","",""
"","3149","TC-020 - Cocher une marque - seuls ses produits affichés","firefox","2026-08-18","passed","2026-08-18","Filtre par marque et Sustainability","Sprint_2___Catalogue/automatisation/tests/brand.spec.ts","",""
"","3760","TC-002 - Ajouter un produit (présent dans le panier)","chromium","2026-08-18","passed","2026-08-18","Add to cart","Sprint_3___Panier/automatisation/tests/add-to-cart.spec.ts","",""
"","9007","TC-025 - Session détruite après logout","firefox","2026-08-18","failed","2026-08-18","Logout","Sprint_1___Access-management/automatisation/tests/logout.spec.ts","",""
"","1942","TC-009 - Mot de passe 10 caractères","chromium","2026-08-18","passed","2026-08-18","Register","Sprint_1___Access-management/automatisation/tests/register.spec.ts","",""
"","5889","TC-014 - Supprimer un produit parmi plusieurs","firefox","2026-08-18","failed","2026-08-18","Suppression panier","Sprint_3___Panier/automatisation/tests/delete.spec.ts","",""
"","2180","TC-014 - Login avec email vide","firefox","2026-08-18","passed","2026-08-18","Login","Sprint_1___Access-management/automatisation/tests/login.spec.ts","",""
"","2945","TC-033 - Vérifier la présence du bouton Add to favourites","firefox","2026-08-18","passed","2026-08-18","Add to favourites","Sprint_2___Catalogue/automatisation/tests/favourites.spec.ts","",""
"","1515","TC-019 - Vérifier la présence des checkboxes de marques","chromium","2026-08-18","passed","2026-08-18","Filtre par marque et Sustainability","Sprint_2___Catalogue/automatisation/tests/brand.spec.ts","",""
"","2778","TC-003 - Register avec email déjà utilisé","chromium","2026-08-18","passed","2026-08-18","Register","Sprint_1___Access-management/automatisation/tests/register.spec.ts","",""
"","3123","TC-007 - Modifier la quantité (mise à jour correcte)","chromium","2026-08-18","passed","2026-08-18","Quantité panier","Sprint_3___Panier/automatisation/tests/quantity-cart.spec.ts","",""
"","2734","TC-005 - Register avec champs obligatoires vides","firefox","2026-08-18","passed","2026-08-18","Register","Sprint_1___Access-management/automatisation/tests/register.spec.ts","",""
"","3205","TC-011 - Modifier la quantité (total par ligne mis à jour)","chromium","2026-08-18","failed","2026-08-18","Total panier","Sprint_3___Panier/automatisation/tests/total.spec.ts","",""
"","3841","TC-019 - Lien Forgot your password visible sur la page Login","chromium","2026-08-18","passed","2026-08-18","Forgot your password","Sprint_1___Access-management/automatisation/tests/forgot-password.spec.ts","",""
"","1279","TC-005 - Bouton de recherche présent","firefox","2026-08-18","passed","2026-08-18","Recherche produit","Sprint_2___Catalogue/automatisation/tests/search.spec.ts","",""
"","1019","TC-006 - Vérifier la présence du select de tri","firefox","2026-08-18","passed","2026-08-18","Tri des produits","Sprint_2___Catalogue/automatisation/tests/sort.spec.ts","",""
"","5033","TC-008 - Formulaire complet (passage vers Payment)","chromium","2026-08-18","passed","2026-08-18","Billing Address","Sprint_4___Checkout/automatisation/tests/billing-address.spec.ts","",""
"","6753","TC-013 - Champs vides","firefox","2026-08-18","passed","2026-08-18","Informations de paiement","Sprint_4___Checkout/automatisation/tests/payment-info.spec.ts","",""
"","2641","TC-006 - Register avec date de naissance vide","firefox","2026-08-18","passed","2026-08-18","Register","Sprint_1___Access-management/automatisation/tests/register.spec.ts","",""
"","1501","TC-006 - Register avec date de naissance vide","chromium","2026-08-18","passed","2026-08-18","Register","Sprint_1___Access-management/automatisation/tests/register.spec.ts","",""
"","4301","TC-009 - Quantité négative (soumission bloquée)","firefox","2026-08-18","failed","2026-08-18","Quantité panier","Sprint_3___Panier/automatisation/tests/quantity-cart.spec.ts","",""
"","7224","TC-011 - Sélectionner une méthode de paiement valide","firefox","2026-08-18","passed","2026-08-18","Méthode de paiement","Sprint_4___Checkout/automatisation/tests/payment-method.spec.ts","",""
"","2808","TC-021 - Cocher plusieurs marques - produits combinés","chromium","2026-08-18","passed","2026-08-18","Filtre par marque et Sustainability","Sprint_2___Catalogue/automatisation/tests/brand.spec.ts","",""
"","863","TC-011 - Vérifier la présence des champs email et mot de passe","chromium","2026-08-18","passed","2026-08-18","Login","Sprint_1___Access-management/automatisation/tests/login.spec.ts","",""
"","7664","TC-014 - Champs remplis (accès à la confirmation)","chromium","2026-08-18","passed","2026-08-18","Informations de paiement","Sprint_4___Checkout/automatisation/tests/payment-info.spec.ts","",""
