"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5240","TC-021 - Cocher plusieurs marques - produits combinés","firefox","2026-08-10","passed","2026-08-10","Filtre par marque et Sustainability","Sprint_2___Catalogue/automatisation/tests/brand.spec.ts","",""
"","3733","TC-003 - Login avec credentials invalides","chromium","2026-08-10","passed","2026-08-10","Sign In dans le checkout","Sprint_4___Checkout/automatisation/tests/signin.spec.ts","",""
"","4600","TC-013 - Vérifier la présence du bouton de suppression","firefox","2026-08-10","passed","2026-08-10","Suppression panier","Sprint_3___Panier/automatisation/tests/delete.spec.ts","",""
"","4573","TC-014 - Login avec email vide","firefox","2026-08-10","passed","2026-08-10","Login","Sprint_1___Access-management/automatisation/tests/login.spec.ts","",""
"","2532","TC-021 - Cocher plusieurs marques - produits combinés","chromium","2026-08-10","passed","2026-08-10","Filtre par marque et Sustainability","Sprint_2___Catalogue/automatisation/tests/brand.spec.ts","",""
"","4974","TC-015 - Cocher plusieurs catégories (produits combinés)","firefox","2026-08-10","passed","2026-08-10","Filtre par catégorie","Sprint_2___Catalogue/automatisation/tests/category.spec.ts","",""
"","2131","TC-003 - Recherche avec terme inexistant","chromium","2026-08-10","passed","2026-08-10","Recherche produit","Sprint_2___Catalogue/automatisation/tests/search.spec.ts","",""
"","4748","TC-006 - Vérifier la présence du champ de quantité","firefox","2026-08-10","passed","2026-08-10","Quantité panier","Sprint_3___Panier/automatisation/tests/quantity-cart.spec.ts","",""
"","1179","TC-019 - Vérifier la présence des checkboxes de marques","chromium","2026-08-10","passed","2026-08-10","Filtre par marque et Sustainability","Sprint_2___Catalogue/automatisation/tests/brand.spec.ts","",""
"","3298","TC-025 - Session détruite après logout","chromium","2026-08-10","passed","2026-08-10","Logout","Sprint_1___Access-management/automatisation/tests/logout.spec.ts","",""
"","2980","TC-002 - Ajouter un produit (présent dans le panier)","chromium","2026-08-10","passed","2026-08-10","Add to cart","Sprint_3___Panier/automatisation/tests/add-to-cart.spec.ts","",""
"","2699","TC-025 - Vérifier présence du slider de prix","firefox","2026-08-10","passed","2026-08-10","Filtre par fourchette de prix","Sprint_2___Catalogue/automatisation/tests/price.spec.ts","",""
"","2235","TC-032 - Quantité minimum - impossible de descendre sous 1","chromium","2026-08-10","passed","2026-08-10","Sélecteur de quantité (page produit)","Sprint_2___Catalogue/automatisation/tests/quantity.spec.ts","",""
"","2781","TC-003 - Register avec email déjà utilisé","chromium","2026-08-10","passed","2026-08-10","Register","Sprint_1___Access-management/automatisation/tests/register.spec.ts","",""
"","6334","TC-012 - Vérifier la présence des champs Account name et Account number","chromium","2026-08-10","passed","2026-08-10","Informations de paiement","Sprint_4___Checkout/automatisation/tests/payment-info.spec.ts","",""
"","3189","TC-016 - Décocher une catégorie","chromium","2026-08-10","passed","2026-08-10","Filtre par catégorie","Sprint_2___Catalogue/automatisation/tests/category.spec.ts","",""
"","5242","TC-028 - Valeurs limites (1€ et 200€) - comportement stable","chromium","2026-08-10","passed","2026-08-10","Filtre par fourchette de prix","Sprint_2___Catalogue/automatisation/tests/price.spec.ts","",""
"","2292","TC-014 - Login avec email vide","chromium","2026-08-10","passed","2026-08-10","Login","Sprint_1___Access-management/automatisation/tests/login.spec.ts","",""
"","2651","TC-031 - Cliquer sur - (quantité décrémente de 1)","chromium","2026-08-10","failed","2026-08-10","Sélecteur de quantité (page produit)","Sprint_2___Catalogue/automatisation/tests/quantity.spec.ts","",""
"","2837","TC-001 - Vérifier la présence des champs obligatoires","firefox","2026-08-10","passed","2026-08-10","Register","Sprint_1___Access-management/automatisation/tests/register.spec.ts","",""
"","6153","TC-001 - Vérifier la présence du bouton Add to cart","firefox","2026-08-10","passed","2026-08-10","Add to cart","Sprint_3___Panier/automatisation/tests/add-to-cart.spec.ts","",""
"","6025","TC-010 - Vérifier que toutes les options du select sont valides","chromium","2026-08-10","failed","2026-08-10","Méthode de paiement","Sprint_4___Checkout/automatisation/tests/payment-method.spec.ts","",""
"","1014","TC-013 - Vérifier la présence des checkboxes de catégories","chromium","2026-08-10","passed","2026-08-10","Filtre par catégorie","Sprint_2___Catalogue/automatisation/tests/category.spec.ts","",""
"","2180","TC-009 - Tri Price (High-Low)","chromium","2026-08-10","failed","2026-08-10","Tri des produits","Sprint_2___Catalogue/automatisation/tests/sort.spec.ts","",""
"","4289","TC-012 - Login avec email inexistant","firefox","2026-08-10","passed","2026-08-10","Login","Sprint_1___Access-management/automatisation/tests/login.spec.ts","",""
"","2856","TC-002 - Register avec données valides","firefox","2026-08-10","passed","2026-08-10","Register","Sprint_1___Access-management/automatisation/tests/register.spec.ts","",""
"","3423","TC-024 - Logout > redirection vers /auth/login","chromium","2026-08-10","passed","2026-08-10","Logout","Sprint_1___Access-management/automatisation/tests/logout.spec.ts","",""
"","4595","TC-006 - Vérifier le titre de la section Billing Address","chromium","2026-08-10","failed","2026-08-10","Billing Address","Sprint_4___Checkout/automatisation/tests/billing-address.spec.ts","",""
"","2878","TC-018 - Aucune catégorie UNDEFINED dans l'interface","firefox","2026-08-10","failed","2026-08-10","Filtre par catégorie","Sprint_2___Catalogue/automatisation/tests/category.spec.ts","",""
"","12150","TC-028 - Valeurs limites (1€ et 200€) - comportement stable","firefox","2026-08-10","passed","2026-08-10","Filtre par fourchette de prix","Sprint_2___Catalogue/automatisation/tests/price.spec.ts","",""
"","2276","TC-007 - Tri des noms de produits (A-Z)","chromium","2026-08-10","failed","2026-08-10","Tri des produits","Sprint_2___Catalogue/automatisation/tests/sort.spec.ts","",""
"","5005","TC-027 - Modifier valeur max - produits filtrés correctement","chromium","2026-08-10","failed","2026-08-10","Filtre par fourchette de prix","Sprint_2___Catalogue/automatisation/tests/price.spec.ts","",""
"","6311","TC-027 - Nom de l'utilisateur affiché dans le menu après connexion","chromium","2026-08-10","failed","2026-08-10","Menu utilisateur connecté","Sprint_1___Access-management/automatisation/tests/navbar.spec.ts","",""
